经营者年龄,年龄分组描述,婚姻状态,户籍类型,本地居住年限,经营类型,资产等级,住房所有权,资产持有年限,贷款金额_万元,贷款金额分组描述,贷款期限_月,还款负担等级,其他负债_万元,贷款资产比,征信等级,行内评分,历史贷款笔数,账户活跃度,储蓄账户等级,稳定性评分,违约概率,风险评分,风险等级,重庆三农客户评分,客户等级,柑橘产业细分,是否违约,反洗钱行业分类,企业名称,风险特征描述
37,中年骨干(35-44岁),已婚,本地户籍,1,蔬菜种植,2,自有房产,2,17.825,小型贷款(5-20万),12,2,0.015,0.848809524,4,1,2,4,5,3,0.01693558,1.693558004,低风险,98.306442,优质客户,非柑橘产业,0,公共事业/市政服务,内蒙古兴养殖健康管理有限公司_0290,企业名称：内蒙古兴养殖健康管理有限公司_0290；所属行业：公共事业/市政服务；资产规模等级：2.00；贷款金额（万元）：17.82；贷款期限（月）：12.00；还款负担水平：2.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.02；综合风险得分：1.69；历史违约记录：0.00
20,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,3,租赁房产,3,11.105,小型贷款(5-20万),15,2,0.015,0.358225806,2,2,1,4,3,2,0.080527971,8.0527971,低风险,91.9472029,优质客户,中型专业种植,0,医疗卫生服务,浙江达养殖专业合作社_0291,企业名称：浙江达养殖专业合作社_0291；所属行业：医疗卫生服务；资产规模等级：3.00；贷款金额（万元）：11.11；贷款期限（月）：15.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.08；综合风险得分：8.05；历史违约记录：0.00
34,青壮年主力(25-34岁),已婚,本地户籍,2,蔬菜种植,1,自有房产,3,9.49,小型贷款(5-20万),6,1,0.015,0.862727273,4,1,2,4,5,3,0.014135081,1.4135081,低风险,98.5864919,优质客户,非柑橘产业,0,医疗卫生服务,江苏昌生态个体经营_0292,企业名称：江苏昌生态个体经营_0292；所属行业：医疗卫生服务；资产规模等级：1.00；贷款金额（万元）：9.49；贷款期限（月）：6.00；还款负担水平：1.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.01；综合风险得分：1.41；历史违约记录：0.00
31,青壮年主力(25-34岁),单身,本地户籍,2,水果种植,3,自有房产,5,7.245,小型贷款(5-20万),6,1,0.005,0.233709677,3,1,2,2,2,2,0.246216458,24.62164577,中风险,75.37835423,良好客户,中型专业种植,0,信息技术/软件服务,贵州通工程装饰工程有限公司_0293,企业名称：贵州通工程装饰工程有限公司_0293；所属行业：信息技术/软件服务；资产规模等级：3.00；贷款金额（万元）：7.25；贷款期限（月）：6.00；还款负担水平：1.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.25；综合风险得分：24.62；历史违约记录：0.00
30,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,2,自有房产,4,4.8,微型贷款(5万以下),15,3,0.015,0.228571429,3,2,2,4,4,3,0.053792064,5.379206427,低风险,94.62079357,优质客户,传统散户种植,0,医疗卫生服务,湖南通养殖教育科技有限公司_0294,企业名称：湖南通养殖教育科技有限公司_0294；所属行业：医疗卫生服务；资产规模等级：2.00；贷款金额（万元）：4.80；贷款期限（月）：15.00；还款负担水平：3.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.05；综合风险得分：5.38；历史违约记录：0.00
30,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,2,自有房产,3,40.665,中型贷款(20-50万),36,1,0.005,1.936428571,2,2,1,4,1,3,0.273238674,27.3238674,中风险,72.6761326,良好客户,传统散户种植,0,物流/运输业,湖南达服务装饰工程有限公司_0295,企业名称：湖南达服务装饰工程有限公司_0295；所属行业：物流/运输业；资产规模等级：2.00；贷款金额（万元）：40.66；贷款期限（月）：36.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.27；综合风险得分：27.32；历史违约记录：0.00
22,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,2,租赁房产,2,11.505,小型贷款(5-20万),9,2,0.015,0.547857143,2,2,1,4,2,2,0.075306527,7.530652717,低风险,92.46934728,优质客户,传统散户种植,0,医疗卫生服务,宁夏盛种植农业开发有限公司_0296,企业名称：宁夏盛种植农业开发有限公司_0296；所属行业：医疗卫生服务；资产规模等级：2.00；贷款金额（万元）：11.51；贷款期限（月）：9.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.08；综合风险得分：7.53；历史违约记录：0.00
34,青壮年主力(25-34岁),已婚,本地户籍,2,蔬菜种植,1,自有房产,3,8.715,小型贷款(5-20万),6,1,0.015,0.792272727,3,2,2,4,2,3,0.050398123,5.039812267,低风险,94.96018773,优质客户,非柑橘产业,0,教育培训机构,广东源种植健康管理有限公司_0297,企业名称：广东源种植健康管理有限公司_0297；所属行业：教育培训机构；资产规模等级：1.00；贷款金额（万元）：8.71；贷款期限（月）：6.00；还款负担水平：1.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.05；综合风险得分：5.04；历史违约记录：0.00
19,青年创业者(25岁以下),已婚,本地户籍,4,蔬菜种植,1,租赁房产,2,4.915,微型贷款(5万以下),12,1,0.015,0.446818182,2,2,1,2,4,2,0.133492993,13.34929927,中低风险,86.65070073,优质客户,非柑橘产业,0,文化艺术/广告传媒,天津盛园艺餐饮管理有限公司_0298,企业名称：天津盛园艺餐饮管理有限公司_0298；所属行业：文化艺术/广告传媒；资产规模等级：1.00；贷款金额（万元）：4.92；贷款期限（月）：12.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.13；综合风险得分：13.35；历史违约记录：0.00
34,青壮年主力(25-34岁),其他,本地户籍,3,水果种植,1,自有房产,1,11.6,小型贷款(5-20万),18,2,0.015,1.054545455,3,2,2,4,1,2,0.079488902,7.948890164,低风险,92.05110984,优质客户,传统散户种植,0,农业种植/养殖,云南源农产品个体工商户_0299,企业名称：云南源农产品个体工商户_0299；所属行业：农业种植/养殖；资产规模等级：1.00；贷款金额（万元）：11.60；贷款期限（月）：18.00；还款负担水平：2.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.08；综合风险得分：7.95；历史违约记录：0.00
45,成熟经营者(45-54岁),其他,本地户籍,1,蔬菜种植,3,自有房产,5,1.695,微型贷款(5万以下),12,4,0.005,0.054677419,1,2,1,1,1,2,0.699181838,69.91818379,高风险,30.08181621,关注客户,非柑橘产业,0,贵金属/珠宝首饰经营,青海恒贸易有限公司_0300,企业名称：青海恒贸易有限公司_0300；所属行业：贵金属/珠宝首饰经营；资产规模等级：3.00；贷款金额（万元）：1.70；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.70；综合风险得分：69.92；历史违约记录：0.00
25,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,3,自有房产,4,25.76,中型贷款(20-50万),24,4,0.005,0.830967742,2,2,1,3,1,3,0.485087618,48.50876178,中高风险,51.49123822,一般客户,中型专业种植,0,网络赌博相关业务,河北达实业基金管理有限公司_0301,企业名称：河北达实业基金管理有限公司_0301；所属行业：网络赌博相关业务；资产规模等级：3.00；贷款金额（万元）：25.76；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中高风险；预测违约概率：0.49；综合风险得分：48.51；历史违约记录：0.00
26,青壮年主力(25-34岁),已婚,本地户籍,4,水果种植,3,自有房产,2,18.745,小型贷款(5-20万),24,2,0.015,0.604677419,2,2,1,3,1,3,0.26044667,26.04466696,中风险,73.95533304,良好客户,中型专业种植,0,批发零售业,内蒙古兴服务实业有限公司_0302,企业名称：内蒙古兴服务实业有限公司_0302；所属行业：批发零售业；资产规模等级：3.00；贷款金额（万元）：18.75；贷款期限（月）：24.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中风险；预测违约概率：0.26；综合风险得分：26.04；历史违约记录：0.00
33,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,1,自有房产,3,15.37,小型贷款(5-20万),9,1,0.015,1.397272727,4,1,2,4,5,3,0.012525801,1.252580139,低风险,98.74741986,优质客户,传统散户种植,0,文化艺术/广告传媒,湖北通农业种养专业合作社_0303,企业名称：湖北通农业种养专业合作社_0303；所属行业：文化艺术/广告传媒；资产规模等级：1.00；贷款金额（万元）：15.37；贷款期限（月）：9.00；还款负担水平：1.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.01；综合风险得分：1.25；历史违约记录：0.00
28,青壮年主力(25-34岁),已婚,本地户籍,2,蔬菜种植,1,自有房产,3,3.725,微型贷款(5万以下),9,3,0.015,0.338636364,2,2,1,3,1,3,0.157899215,15.78992146,中低风险,84.21007854,优质客户,非柑橘产业,1,公共事业/市政服务,江西恒农业餐饮管理有限公司_0304,企业名称：江西恒农业餐饮管理有限公司_0304；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：3.73；贷款期限（月）：9.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中低风险；预测违约概率：0.16；综合风险得分：15.79；历史违约记录：1.00
41,中年骨干(35-44岁),其他,本地户籍,4,蔬菜种植,1,租赁房产,5,7.345,小型贷款(5-20万),24,4,0.015,0.667727273,2,2,1,4,2,1,0.156412165,15.64121654,中低风险,84.35878346,优质客户,非柑橘产业,0,文化艺术/广告传媒,青海昌养殖个体经营_0305,企业名称：青海昌养殖个体经营_0305；所属行业：文化艺术/广告传媒；资产规模等级：1.00；贷款金额（万元）：7.34；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.16；综合风险得分：15.64；历史违约记录：0.00
36,中年骨干(35-44岁),已婚,本地户籍,2,蔬菜种植,1,自有房产,3,6.87,小型贷款(5-20万),6,1,0.005,0.624545455,2,2,1,1,1,3,0.376457397,37.64573966,中高风险,62.35426034,良好客户,非柑橘产业,0,虚拟货币交易平台,云南源金融有限责任公司_0306,企业名称：云南源金融有限责任公司_0306；所属行业：虚拟货币交易平台；资产规模等级：1.00；贷款金额（万元）：6.87；贷款期限（月）：6.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：中高风险；预测违约概率：0.38；综合风险得分：37.65；历史违约记录：0.00
26,青壮年主力(25-34岁),已婚,本地户籍,2,蔬菜种植,1,自有房产,3,3.915,微型贷款(5万以下),6,1,0.01,0.355909091,1,1,1,4,5,3,0.037471664,3.747166368,低风险,96.25283363,优质客户,非柑橘产业,0,公共事业/市政服务,内蒙古盛园艺旅游开发有限公司_0307,企业名称：内蒙古盛园艺旅游开发有限公司_0307；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：3.92；贷款期限（月）：6.00；还款负担水平：1.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.04；综合风险得分：3.75；历史违约记录：0.00
28,青壮年主力(25-34岁),已婚,本地户籍,4,畜禽养殖,2,租赁房产,2,13.03,小型贷款(5-20万),21,4,0.015,0.62047619,2,2,1,1,1,2,0.543799471,54.37994714,高风险,45.62005286,一般客户,非柑橘产业,0,虚拟货币交易平台,福建盛金融网络科技有限公司_0308,企业名称：福建盛金融网络科技有限公司_0308；所属行业：虚拟货币交易平台；资产规模等级：2.00；贷款金额（万元）：13.03；贷款期限（月）：21.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.54；综合风险得分：54.38；历史违约记录：0.00
39,中年骨干(35-44岁),已婚,本地户籍,2,蔬菜种植,2,自有房产,3,47.18,中型贷款(20-50万),54,2,0.015,2.246666667,0,1,1,4,5,3,0.305545883,30.55458827,中风险,69.44541173,良好客户,非柑橘产业,0,批发零售业,广西通信息制造有限公司_0309,企业名称：广西通信息制造有限公司_0309；所属行业：批发零售业；资产规模等级：2.00；贷款金额（万元）：47.18；贷款期限（月）：54.00；还款负担水平：2.00；征信评分等级：0.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.31；综合风险得分：30.55；历史违约记录：0.00
65,老年经营者(65岁以上),已婚,本地户籍,4,水果种植,1,自有房产,5,4.65,微型贷款(5万以下),12,4,0.015,0.422727273,4,2,4,4,5,3,0.026453102,2.64531017,低风险,97.35468983,优质客户,传统散户种植,0,农业种植/养殖,海南兴种植个体工商户_0310,企业名称：海南兴种植个体工商户_0310；所属行业：农业种植/养殖；资产规模等级：1.00；贷款金额（万元）：4.65；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：4.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.03；综合风险得分：2.65；历史违约记录：0.00
